days_to_election,state,countyfips,gender,age,race,party_affiliation,partisanship,voted_previous_pres,ballots_requested,ballots_returned
35,NE,31055,Unknown,40-49,Asian,Democrat,Total,Total,1,0
35,NE,31055,Unknown,40-49,Asian,No Party Affiliation,Total,Total,2,0
35,NE,31055,Unknown,40-49,Asian,Republican,Total,Total,1,0
35,NE,31055,Unknown,40-49,Black,Republican,Total,Total,1,0
35,NE,31055,Unknown,40-49,Caucasian,Democrat,Total,Total,1,0
35,NE,31055,Unknown,40-49,Caucasian,No Party Affiliation,Total,Total,1,0
35,NE,31055,Unknown,40-49,Caucasian,Republican,Total,Total,1,0
35,NE,31055,Unknown,40-49,Hispanic,No Party Affiliation,Total,Total,2,0
35,NE,31055,Unknown,50-64,Caucasian,Democrat,Total,Total,2,0
35,NE,31055,Unknown,50-64,Caucasian,No Party Affiliation,Total,Total,2,0
35,NE,31055,Unknown,50-64,Caucasian,Republican,Total,Total,1,0
35,NE,31055,Unknown,50-64,Hispanic,No Party Affiliation,Total,Total,1,0
35,NE,31055,Unknown,50-64,Other,No Party Affiliation,Total,Total,1,0
35,NE,31055,Unknown,65+,Asian,Republican,Total,Total,1,0
35,NE,31055,Unknown,65+,Caucasian,Democrat,Total,Total,4,0
36,NE,31055,Female,18-21,Asian,Democrat,Total,Total,30,0
36,NE,31055,Female,18-21,Asian,No Party Affiliation,Total,Total,6,0
36,NE,31055,Female,18-21,Asian,Republican,Total,Total,3,0
36,NE,31055,Female,18-21,Black,Democrat,Total,Total,102,0
36,NE,31055,Female,18-21,Black,No Party Affiliation,Total,Total,26,0
36,NE,31055,Female,18-21,Black,Other/Unknown,Total,Total,2,0
36,NE,31055,Female,18-21,Black,Republican,Total,Total,5,0
36,NE,31055,Female,18-21,Caucasian,Democrat,Total,Total,834,0
36,NE,31055,Female,18-21,Caucasian,No Party Affiliation,Total,Total,345,0
36,NE,31055,Female,18-21,Caucasian,Other/Unknown,Total,Total,14,0
36,NE,31055,Female,18-21,Caucasian,Republican,Total,Total,308,0
36,NE,31055,Female,18-21,Hispanic,Democrat,Total,Total,93,0
36,NE,31055,Female,18-21,Hispanic,No Party Affiliation,Total,Total,31,0
36,NE,31055,Female,18-21,Hispanic,Other/Unknown,Total,Total,4,0
36,NE,31055,Female,18-21,Hispanic,Republican,Total,Total,7,0
36,NE,31055,Female,18-21,Other,Democrat,Total,Total,3,0
36,NE,31055,Female,18-21,Other,No Party Affiliation,Total,Total,1,0
36,NE,31055,Female,18-21,Other,Other/Unknown,Total,Total,1,0
36,NE,31055,Female,18-21,Other,Republican,Total,Total,2,0
36,NE,31055,Female,22-29,Asian,Democrat,Total,Total,46,0
36,NE,31055,Female,22-29,Asian,No Party Affiliation,Total,Total,16,0
36,NE,31055,Female,22-29,Asian,Republican,Total,Total,10,0
36,NE,31055,Female,22-29,Black,Democrat,Total,Total,222,0
36,NE,31055,Female,22-29,Black,No Party Affiliation,Total,Total,69,0
36,NE,31055,Female,22-29,Black,Other/Unknown,Total,Total,11,0
36,NE,31055,Female,22-29,Black,Republican,Total,Total,43,0
36,NE,31055,Female,22-29,Caucasian,Democrat,Total,Total,1883,0
36,NE,31055,Female,22-29,Caucasian,No Party Affiliation,Total,Total,813,0
36,NE,31055,Female,22-29,Caucasian,Other/Unknown,Total,Total,53,0
36,NE,31055,Female,22-29,Caucasian,Republican,Total,Total,826,0
36,NE,31055,Female,22-29,Hispanic,Democrat,Total,Total,205,0
36,NE,31055,Female,22-29,Hispanic,No Party Affiliation,Total,Total,58,0
36,NE,31055,Female,22-29,Hispanic,Other/Unknown,Total,Total,4,0
36,NE,31055,Female,22-29,Hispanic,Republican,Total,Total,23,0
36,NE,31055,Female,22-29,Other,Democrat,Total,Total,18,0
36,NE,31055,Female,22-29,Other,No Party Affiliation,Total,Total,7,0
36,NE,31055,Female,22-29,Other,Other/Unknown,Total,Total,2,0
36,NE,31055,Female,22-29,Other,Republican,Total,Total,6,0
36,NE,31055,Female,30-39,Asian,Democrat,Total,Total,61,0
36,NE,31055,Female,30-39,Asian,No Party Affiliation,Total,Total,36,0
36,NE,31055,Female,30-39,Asian,Republican,Total,Total,16,0
36,NE,31055,Female,30-39,Black,Democrat,Total,Total,405,0
36,NE,31055,Female,30-39,Black,No Party Affiliation,Total,Total,143,0
36,NE,31055,Female,30-39,Black,Other/Unknown,Total,Total,7,0
36,NE,31055,Female,30-39,Black,Republican,Total,Total,73,0
36,NE,31055,Female,30-39,Caucasian,Democrat,Total,Total,3632,0
36,NE,31055,Female,30-39,Caucasian,No Party Affiliation,Total,Total,1740,0
36,NE,31055,Female,30-39,Caucasian,Other/Unknown,Total,Total,88,0
36,NE,31055,Female,30-39,Caucasian,Republican,Total,Total,1504,0
36,NE,31055,Female,30-39,Hispanic,Democrat,Total,Total,210,0
36,NE,31055,Female,30-39,Hispanic,No Party Affiliation,Total,Total,83,0
36,NE,31055,Female,30-39,Hispanic,Other/Unknown,Total,Total,8,0
36,NE,31055,Female,30-39,Hispanic,Republican,Total,Total,50,0
36,NE,31055,Female,30-39,Other,Democrat,Total,Total,27,0
36,NE,31055,Female,30-39,Other,No Party Affiliation,Total,Total,14,0
36,NE,31055,Female,30-39,Other,Republican,Total,Total,5,0
36,NE,31055,Female,40-49,Asian,Democrat,Total,Total,59,0
36,NE,31055,Female,40-49,Asian,No Party Affiliation,Total,Total,31,0
36,NE,31055,Female,40-49,Asian,Republican,Total,Total,22,0
36,NE,31055,Female,40-49,Black,Democrat,Total,Total,544,0
36,NE,31055,Female,40-49,Black,No Party Affiliation,Total,Total,125,0
36,NE,31055,Female,40-49,Black,Other/Unknown,Total,Total,2,0
36,NE,31055,Female,40-49,Black,Republican,Total,Total,82,0
36,NE,31055,Female,40-49,Caucasian,Democrat,Total,Total,3258,0
36,NE,31055,Female,40-49,Caucasian,No Party Affiliation,Total,Total,1536,0
36,NE,31055,Female,40-49,Caucasian,Other/Unknown,Total,Total,63,0
36,NE,31055,Female,40-49,Caucasian,Republican,Total,Total,1891,0
36,NE,31055,Female,40-49,Hispanic,Democrat,Total,Total,179,0
36,NE,31055,Female,40-49,Hispanic,No Party Affiliation,Total,Total,54,0
36,NE,31055,Female,40-49,Hispanic,Other/Unknown,Total,Total,5,0
36,NE,31055,Female,40-49,Hispanic,Republican,Total,Total,43,0
36,NE,31055,Female,40-49,Other,Democrat,Total,Total,27,0
36,NE,31055,Female,40-49,Other,No Party Affiliation,Total,Total,17,0
36,NE,31055,Female,40-49,Other,Republican,Total,Total,12,0
36,NE,31055,Female,50-64,Asian,Democrat,Total,Total,87,0
36,NE,31055,Female,50-64,Asian,No Party Affiliation,Total,Total,38,0
36,NE,31055,Female,50-64,Asian,Republican,Total,Total,38,0
36,NE,31055,Female,50-64,Black,Democrat,Total,Total,1152,0
36,NE,31055,Female,50-64,Black,No Party Affiliation,Total,Total,167,0
36,NE,31055,Female,50-64,Black,Other/Unknown,Total,Total,6,0
36,NE,31055,Female,50-64,Black,Republican,Total,Total,226,0
36,NE,31055,Female,50-64,Caucasian,Democrat,Total,Total,6532,1
36,NE,31055,Female,50-64,Caucasian,No Party Affiliation,Total,Total,2271,0
36,NE,31055,Female,50-64,Caucasian,Other/Unknown,Total,Total,74,0
36,NE,31055,Female,50-64,Caucasian,Republican,Total,Total,5321,1
36,NE,31055,Female,50-64,Hispanic,Democrat,Total,Total,230,0
36,NE,31055,Female,50-64,Hispanic,No Party Affiliation,Total,Total,64,0
36,NE,31055,Female,50-64,Hispanic,Other/Unknown,Total,Total,2,0
36,NE,31055,Female,50-64,Hispanic,Republican,Total,Total,88,0
36,NE,31055,Female,50-64,Other,Democrat,Total,Total,39,0
36,NE,31055,Female,50-64,Other,No Party Affiliation,Total,Total,20,0
36,NE,31055,Female,50-64,Other,Republican,Total,Total,22,0
36,NE,31055,Female,65+,Asian,Democrat,Total,Total,59,0
36,NE,31055,Female,65+,Asian,No Party Affiliation,Total,Total,25,0
36,NE,31055,Female,65+,Asian,Other/Unknown,Total,Total,1,0
36,NE,31055,Female,65+,Asian,Republican,Total,Total,52,0
36,NE,31055,Female,65+,Black,Democrat,Total,Total,1235,0
36,NE,31055,Female,65+,Black,No Party Affiliation,Total,Total,142,0
36,NE,31055,Female,65+,Black,Other/Unknown,Total,Total,3,0
36,NE,31055,Female,65+,Black,Republican,Total,Total,299,0
36,NE,31055,Female,65+,Caucasian,Democrat,Total,Total,9455,0
36,NE,31055,Female,65+,Caucasian,No Party Affiliation,Total,Total,2588,0
36,NE,31055,Female,65+,Caucasian,Other/Unknown,Total,Total,45,0
36,NE,31055,Female,65+,Caucasian,Republican,Total,Total,8371,1
36,NE,31055,Female,65+,Hispanic,Democrat,Total,Total,227,0
36,NE,31055,Female,65+,Hispanic,No Party Affiliation,Total,Total,43,0
36,NE,31055,Female,65+,Hispanic,Other/Unknown,Total,Total,2,0
36,NE,31055,Female,65+,Hispanic,Republican,Total,Total,103,0
36,NE,31055,Female,65+,Other,Democrat,Total,Total,62,0
36,NE,31055,Female,65+,Other,No Party Affiliation,Total,Total,19,0
36,NE,31055,Female,65+,Other,Republican,Total,Total,41,0
36,NE,31055,Female,Unknown,Caucasian,Other/Unknown,Total,Total,2,0
36,NE,31055,Male,18-21,Asian,Democrat,Total,Total,16,0
36,NE,31055,Male,18-21,Asian,No Party Affiliation,Total,Total,12,0
36,NE,31055,Male,18-21,Asian,Other/Unknown,Total,Total,1,0
36,NE,31055,Male,18-21,Asian,Republican,Total,Total,7,0
36,NE,31055,Male,18-21,Black,Democrat,Total,Total,65,0
36,NE,31055,Male,18-21,Black,No Party Affiliation,Total,Total,25,0
36,NE,31055,Male,18-21,Black,Republican,Total,Total,10,0
36,NE,31055,Male,18-21,Caucasian,Democrat,Total,Total,508,0
36,NE,31055,Male,18-21,Caucasian,No Party Affiliation,Total,Total,413,0
36,NE,31055,Male,18-21,Caucasian,Other/Unknown,Total,Total,22,0
36,NE,31055,Male,18-21,Caucasian,Republican,Total,Total,497,0
36,NE,31055,Male,18-21,Hispanic,Democrat,Total,Total,39,0
36,NE,31055,Male,18-21,Hispanic,No Party Affiliation,Total,Total,27,0
36,NE,31055,Male,18-21,Hispanic,Other/Unknown,Total,Total,4,0
